行驶里程,行驶时长,平均时速,时速标准差,时速最大值,平稳性,转速平均值,转速标准差,转速最大值,早晚高峰,深夜出行,极度拥堵,高速行驶,疲劳驾驶,车号
0.04,0.0538872,15.75,10.42655087,33,0.985558413,1082.392857,332.6633644,1665,0,0,0.321428571,0,0,7
0.05,0.0680568,10.35897436,10.66594971,32,1.203403679,916.5641026,258.2239741,1424,1.000000001,0,0.641025641,0,0,7
2,0.440556,18.28695652,11.16602398,42,0.963894505,1030.113043,314.0635975,1793,0,0,0.286956522,0,0,7
1,0.076944,16.23255814,10.90617389,35,0.987871247,1005.714286,327.3610139,1765,0,0,0.441860465,0,0,7
2,0.1766664,15.48421053,14.99280903,48,0.945622375,1058.968421,375.6723746,2291,0.999999999,0,0.515789474,0,0,8
5,0.8330568,14.3890785,13.07167347,44,1.027015094,1056.730375,361.9971037,2005,1,0,0.518771331,0,0,8
87,1.293888,73.12552891,35.37071285,112,1.364772285,2126.083216,696.4090582,2994,0.59467651,0,0.104372355,0.513399154,0,8
128,2.2549992,55.97121771,36.48550305,113,1.348139395,1783.989668,740.3824932,2988,0.054077181,0,0.174169742,0.268634686,2.2549992,8
3,0.236388,20.59504132,14.02888598,46,0.960144394,1208.867769,406.655791,2062,1,0,0.330578512,0,0,8
2,0.2950008,8.48,10.71675024,38,0.979759137,932.4228571,327.8215164,2446,1,0,0.737142857,0,0,8
2,0.3986112,11.10614525,10.92183239,34,0.98674683,1018.195531,347.3664981,1955,0,0,0.586592179,0,0,8
2,0.1916664,16.97196262,10.84231572,40,0.961114872,1041.28972,321.9724883,1717,0,0,0.327102804,0,0,8
4,0.1886088,20.46280992,12.797162,44,1.028592206,1201.92562,335.045598,2225,1,0,0.404958678,0,0,8
2,0.3849984,9.927272727,11.85870249,51,0.997727622,974.3818182,297.4785394,1947,1,0,0.684848485,0,0,8
9,0.376944,24.90829694,15.79793933,59,0.951063123,1243.71179,434.9015566,2180,1,0,0.266375546,0,0,8
3,0.176388,21.18604651,12.07763737,42,0.883057963,1352.72093,383.6144099,2032,0,0,0.23255814,0,0,8
14,1.3883328,12.99854862,10.60338078,46,0.970181911,1051.164006,333.8163845,2256,0.924369719,0,0.526850508,0,0,8
0.41,0.5130552,8.247311828,7.118035748,27,0.764864506,961.1397849,279.7067794,1907,0,0,0.774193548,0,0,8
0.09,0.1113888,8.306122449,7.670843287,27,0.559825158,965.5510204,303.0818826,1607,0,0,0.775510204,0,0,8
7,0.2730552,23.11235955,16.36686621,55,1.097607989,1205.786517,380.07051,2242,0,0,0.314606742,0,0,8
1,0.140556,10.69047619,10.0228368,38,0.925552669,1016.642857,310.6585172,1938,0,0,0.714285714,0,0,8
7,0.7747224,13.49642857,15.04902341,55,1.220895269,1027.967857,366.1553655,1980,0,0,0.625,0,0,8
3,0.1352784,19.32380952,12.58165273,46,1.013048363,1176.885714,382.8636862,1898,1,0,0.39047619,0,0,8
2,0.5480544,8.644194757,10.23689305,38,0.995805391,946.8052434,317.6269853,2564,0,0,0.719101124,0,0,8
64,2.5277784,26.57300509,30.87332935,108,1.354138067,1210.307301,593.9021034,2906,0,0,0.497453311,0.049235993,2.5277784,8
1,0.0602784,25.04347826,13.9364736,42,0.933820135,1101.652174,363.7666096,1940,0,0,0.260869565,0,0,8
68,1.6616664,43.1195795,26.95186055,110,1.295059365,1546.817346,538.864234,2915,1,0,0.137976347,0.065703022,0,8
3,0.1455552,22.20879121,12.41998075,46,0.764585332,1263.923077,412.534557,2481,1,0,0.285714286,0,0,8
3,0.2422224,15.02739726,11.33377327,44,0.94253184,1093.684932,317.5741185,2319,1,0,0.5,0,0,8
0.07,0.0869448,8.452830189,8.84604657,34,0.776148153,978.4339623,280.469216,1690,0.999999999,0,0.735849057,0,0,8
3,0.1549992,20.58,11.71649963,46,0.95388848,1203.04,370.9917345,2028,1,0,0.26,0,0,8
2,0.1627776,16.04807692,12.25092016,44,0.914746039,1074.567308,328.2270042,1829,1,0,0.423076923,0,0,8
3,0.163056,18.83333333,14.07357171,44,1.019947312,1174.055556,400.8018093,2238,1,0,0.398148148,0,0,8
2,0.7016664,5.750617284,7.873349638,44,0.785844941,894.3407407,271.3353164,2420,1,0,0.837037037,0,0,8
2,0.2011104,13.63709677,10.64912278,36,0.869402261,1118.427419,376.5908732,2102,1,0,0.5,0,0,8
2,0.3066672,11.59731544,9.935548695,31,1.056613324,1032.543624,312.0251524,1696,0,0,0.577181208,0,0,8
3,0.2277768,17.67625899,13.49353889,44,1.053212736,1126.014388,384.0216062,2109,1.000000001,0,0.45323741,0,0,8
2,0.138888,16.90625,14.17342073,42,0.970557002,1047.9375,355.7928674,1905,0,0,0.4375,0,0,8
124,3.1355544,46.86196127,33.21150491,108,1.346562097,1594.945034,660.5858807,2942,0.159904354,0,0.200499688,0.163023111,3.1355544,8
105,2.4850008,43.39629121,35.08991239,108,1.363353235,1526.388736,672.6869219,2848,0.567293178,0,0.308379121,0.12706044,2.4850008,8
4,0.7494432,12.92916667,12.81993019,42,1.01514189,1036.4375,343.0637319,2212,0.621200379,0,0.566666667,0,0,8
3,0.251388,16.93006993,14.12402326,46,1.048152953,1166.146853,364.2065649,2036,1,0,0.475524476,0,0,8
2,0.2050008,13.64227642,11.71319144,42,0.815910503,1086.910569,386.475563,2021,1,0,0.536585366,0,0,8
4,0.2288904,17.78723404,14.12080962,46,1.097590654,1168.085106,377.3844287,2051,1,0,0.404255319,0,0,8
3,0.1955544,16.52941176,13.13219845,46,0.90586308,1132.487395,382.0315868,2182,1,0,0.428571429,0,0,8
0.05,0.0658344,11.19512195,10.64006464,42,0.949444451,1026.634146,302.4431977,1886,1.000000001,0,0.731707317,0,0,8
4,0.2075016,19.63846154,14.83448938,46,1.035209992,1127.346154,387.7492339,1974,1.000000001,0,0.446153846,0,0,8
0.15,0.191388,9.461538462,8.259609788,31,0.779875687,907.2769231,326.1072728,1738,1,0,0.723076923,0,0,8
3,0.2383344,17.04964539,15.97020719,53,1.126745967,1128.716312,395.1199696,2247,1,0,0.539007092,0,0,8
2,0.2686104,14.7398374,10.88602458,44,0.893846677,1083.333333,365.1033015,1852,0.999999999,0,0.504065041,0,0,8
3,0.2094456,15.58196721,12.93521056,46,1.133946314,1092.827869,361.5744198,2013,0.999999999,0,0.508196721,0,0,8
13,0.4794432,30.15162455,22.84126318,74,1.2341488,1309.541516,473.4489886,2401,1,0,0.296028881,0,0,8
1,0.1080576,17,18.91287841,59,1.220045104,1112.373134,408.5521678,2230,0,0,0.582089552,0,0,8
16,0.5052792,31.74754098,24.440419,83,1.236581437,1304.455738,505.6582918,2325,0,0,0.308196721,0,0,8
1,0.431112,9.971223022,8.332703552,31,1.031914421,980.4388489,276.8257212,1682,1,0,0.741007194,0,0,8
5,0.4772232,14.69008264,13.04186623,42,0.991921064,1072.033058,364.0758877,2088,0,0,0.504132231,0,0,8
3,0.1697232,20.00970874,14.32500566,48,1.031329005,1195.786408,347.98334,2066,1,0,0.378640777,0,0,8
2,0.2366664,11.79020979,11.55504472,40,0.989580742,1024.328671,316.3379094,1936,1,0,0.58041958,0,0,8
2,0.3033336,18.19266055,14.98052876,49,0.84560085,1121.825688,489.1509243,2332,1,0,0.431192661,0,0,8
2,0.2894448,10.46621622,10.8555234,46,0.980785988,969.8783784,352.774251,1903,1,0,0.641891892,0,0,8
1,0.2833344,13.39240506,10.01206672,34,0.954731655,1013.101266,409.556533,1874,0,0,0.481012658,0,0,8
3,0.1652784,20.45454545,14.87860588,48,1.064519339,1159.10101,409.5386527,2054,1,0,0.353535354,0,0,8
2,0.1988904,13.54621849,12.5487172,38,0.973629259,1037.285714,365.0812573,1884,1,0,0.554621849,0,0,8
2,0.268332,12.81666667,11.48399202,40,1.000581412,1056.8,406.6457092,1952,1,0,0.575,0,0,8
2,0.1566672,16.36842105,13.35286457,42,1.082787285,1073.178947,374.6280419,1991,0,0,0.452631579,0,0,8
2,0.1794456,23.11627907,16.82464481,53,0.970251861,1143.395349,527.0586591,2222,1,0,0.360465116,0,0,8
13,0.7927776,21.82731959,23.27431242,81,1.302008037,1199.783505,504.282005,2204,1,0,0.474226804,0,0,8
1,0.0855576,21.34615385,14.84281646,44,1.157042944,1112.442308,386.6612954,1967,0,0,0.346153846,0,0,8
15,0.4466664,35.77862595,23.61173488,80,1.252742815,1358.912214,527.012999,2468,0,0,0.213740458,0,0,8
3,0.1583328,21.36458333,14.04063261,48,0.92072545,1201.625,409.3961728,1955,1,0,0.291666667,0,0,8
5,0.4866672,18.87431694,14.44392516,49,0.936995621,1153.612022,411.3179665,2041,0,0,0.415300546,0,0,8
1,0.0738888,21.34,13.4401318,40,1.071079681,1161.877551,356.0091076,1888,0,0,0.3,0,0,8
